#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_002123315.1	PRJNA380429	SAMN06698141	NDPX00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA199		latest	Scaffold	Major	Full	2017/05/10	ASM212331v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/315/GCA_002123315.1_ASM212331v1		
GCA_002123355.1	PRJNA380429	SAMN06698138	NDQA00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA196		latest	Scaffold	Major	Full	2017/05/10	ASM212335v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/355/GCA_002123355.1_ASM212335v1		
GCA_002123375.1	PRJNA380429	SAMN06698135	NDQD00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA193		latest	Scaffold	Major	Full	2017/05/10	ASM212337v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/375/GCA_002123375.1_ASM212337v1		
GCA_002123385.1	PRJNA380429	SAMN06698134	NDQE00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA192		latest	Scaffold	Major	Full	2017/05/10	ASM212338v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/385/GCA_002123385.1_ASM212338v1		
GCA_002123395.1	PRJNA380429	SAMN06698133	NDQF00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA191		latest	Scaffold	Major	Full	2017/05/10	ASM212339v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/395/GCA_002123395.1_ASM212339v1		
GCA_002123435.1	PRJNA380429	SAMN06698132	NDQG00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA190		latest	Scaffold	Major	Full	2017/05/10	ASM212343v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/435/GCA_002123435.1_ASM212343v1		
GCA_002123455.1	PRJNA380429	SAMN06698128	NDQK00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA170		latest	Scaffold	Major	Full	2017/05/10	ASM212345v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/455/GCA_002123455.1_ASM212345v1		
GCA_002123465.1	PRJNA380429	SAMN06698131	NDQH00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA189		latest	Scaffold	Major	Full	2017/05/10	ASM212346v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/465/GCA_002123465.1_ASM212346v1		
GCA_002123475.1	PRJNA380429	SAMN06698130	NDQI00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA173		latest	Scaffold	Major	Full	2017/05/10	ASM212347v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/475/GCA_002123475.1_ASM212347v1		
GCA_002123505.1	PRJNA380429	SAMN06698126	NDQM00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA168		latest	Scaffold	Major	Full	2017/05/10	ASM212350v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/505/GCA_002123505.1_ASM212350v1		
GCA_002123535.1	PRJNA380429	SAMN06698121	NDQR00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA163		latest	Scaffold	Major	Full	2017/05/10	ASM212353v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/535/GCA_002123535.1_ASM212353v1		
GCA_002123545.1	PRJNA380429	SAMN06698120	NDQS00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA162		latest	Scaffold	Major	Full	2017/05/10	ASM212354v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/545/GCA_002123545.1_ASM212354v1		
GCA_002123565.1	PRJNA380429	SAMN06698119	NDQT00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA161		latest	Scaffold	Major	Full	2017/05/10	ASM212356v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/565/GCA_002123565.1_ASM212356v1		
GCA_002123575.1	PRJNA380429	SAMN06698118	NDQU00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA160		latest	Scaffold	Major	Full	2017/05/10	ASM212357v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/575/GCA_002123575.1_ASM212357v1		
GCA_002123615.1	PRJNA380429	SAMN06698115	NDQX00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA157		latest	Scaffold	Major	Full	2017/05/10	ASM212361v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/615/GCA_002123615.1_ASM212361v1		
GCA_002123635.1	PRJNA380429	SAMN06698112	NDRA00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA154		latest	Scaffold	Major	Full	2017/05/10	ASM212363v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/635/GCA_002123635.1_ASM212363v1		
GCA_002123655.1	PRJNA380429	SAMN06698107	NDRF00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA149		latest	Scaffold	Major	Full	2017/05/10	ASM212365v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/655/GCA_002123655.1_ASM212365v1		
GCA_002123665.1	PRJNA380429	SAMN06698111	NDRB00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA153		latest	Scaffold	Major	Full	2017/05/10	ASM212366v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/665/GCA_002123665.1_ASM212366v1		
GCA_002123695.1	PRJNA380429	SAMN06698106	NDRG00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA148		latest	Scaffold	Major	Full	2017/05/10	ASM212369v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/695/GCA_002123695.1_ASM212369v1		
GCA_002123715.1	PRJNA380429	SAMN06698105	NDRH00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA147		latest	Scaffold	Major	Full	2017/05/10	ASM212371v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/715/GCA_002123715.1_ASM212371v1		
GCA_002123735.1	PRJNA380429	SAMN06698102	NDRK00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA144		latest	Scaffold	Major	Full	2017/05/10	ASM212373v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/735/GCA_002123735.1_ASM212373v1		
GCA_002123745.1	PRJNA380429	SAMN06698103	NDRJ00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA145		latest	Scaffold	Major	Full	2017/05/10	ASM212374v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/745/GCA_002123745.1_ASM212374v1		
GCA_002123775.1	PRJNA380429	SAMN06698100	NDRM00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA142		latest	Scaffold	Major	Full	2017/05/10	ASM212377v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/775/GCA_002123775.1_ASM212377v1		
GCA_002123785.1	PRJNA380429	SAMN06698101	NDRL00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA143		latest	Scaffold	Major	Full	2017/05/10	ASM212378v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/785/GCA_002123785.1_ASM212378v1		
GCA_002123795.1	PRJNA380429	SAMN06698099	NDRN00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA141		latest	Scaffold	Major	Full	2017/05/10	ASM212379v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/795/GCA_002123795.1_ASM212379v1		
GCA_002123805.1	PRJNA380429	SAMN06698098	NDRO00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA140		latest	Scaffold	Major	Full	2017/05/10	ASM212380v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/805/GCA_002123805.1_ASM212380v1		
GCA_002123855.1	PRJNA380429	SAMN06698097	NDRP00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA139		latest	Scaffold	Major	Full	2017/05/10	ASM212385v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/855/GCA_002123855.1_ASM212385v1		
GCA_002123865.1	PRJNA380429	SAMN06698094	NDRS00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA136		latest	Scaffold	Major	Full	2017/05/10	ASM212386v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/865/GCA_002123865.1_ASM212386v1		
GCA_002123875.1	PRJNA380429	SAMN06698093	NDRT00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA135		latest	Scaffold	Major	Full	2017/05/10	ASM212387v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/875/GCA_002123875.1_ASM212387v1		
GCA_002123885.1	PRJNA380429	SAMN06698092	NDRU00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA134		latest	Scaffold	Major	Full	2017/05/10	ASM212388v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/885/GCA_002123885.1_ASM212388v1		
GCA_002123935.1	PRJNA380429	SAMN06698091	NDRV00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA132		latest	Scaffold	Major	Full	2017/05/10	ASM212393v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/935/GCA_002123935.1_ASM212393v1		
GCA_002123955.1	PRJNA380429	SAMN06698089	NDRX00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA118		latest	Scaffold	Major	Full	2017/05/10	ASM212395v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/955/GCA_002123955.1_ASM212395v1		
GCA_002123965.1	PRJNA380429	SAMN06698090	NDRW00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA119		latest	Scaffold	Major	Full	2017/05/10	ASM212396v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/965/GCA_002123965.1_ASM212396v1		
GCA_002123985.1	PRJNA380429	SAMN06698088	NDRY00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA117		latest	Scaffold	Major	Full	2017/05/10	ASM212398v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002123985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/123/985/GCA_002123985.1_ASM212398v1		
GCA_002124015.1	PRJNA380429	SAMN06698086	NDSA00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA115		latest	Scaffold	Major	Full	2017/05/10	ASM212401v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002124015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/015/GCA_002124015.1_ASM212401v1		
GCA_002124025.1	PRJNA380429	SAMN06698085	NDSB00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA114		latest	Contig	Major	Full	2017/05/10	ASM212402v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002124025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/025/GCA_002124025.1_ASM212402v1		
GCA_002124055.1	PRJNA380429	SAMN06698082	NDSE00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA111		latest	Scaffold	Major	Full	2017/05/10	ASM212405v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002124055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/055/GCA_002124055.1_ASM212405v1		
GCA_002124065.1	PRJNA380429	SAMN06698076	NDSK00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA105		latest	Scaffold	Major	Full	2017/05/10	ASM212406v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002124065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/065/GCA_002124065.1_ASM212406v1		
GCA_002124095.1	PRJNA380429	SAMN06698075	NDSL00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA104		latest	Scaffold	Major	Full	2017/05/10	ASM212409v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002124095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/095/GCA_002124095.1_ASM212409v1		
GCA_002124105.1	PRJNA380429	SAMN06698074	NDSM00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA103		latest	Scaffold	Major	Full	2017/05/10	ASM212410v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002124105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/105/GCA_002124105.1_ASM212410v1		
GCA_002124135.1	PRJNA380429	SAMN06698071	NDSP00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA098		latest	Scaffold	Major	Full	2017/05/10	ASM212413v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002124135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/135/GCA_002124135.1_ASM212413v1		
GCA_002124145.1	PRJNA380429	SAMN06698073	NDSN00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA102		latest	Scaffold	Major	Full	2017/05/10	ASM212414v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002124145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/145/GCA_002124145.1_ASM212414v1		
GCA_002124155.1	PRJNA380429	SAMN06698072	NDSO00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA101		latest	Scaffold	Major	Full	2017/05/10	ASM212415v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002124155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/155/GCA_002124155.1_ASM212415v1		
GCA_002124195.1	PRJNA380429	SAMN06698069	NDSR00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA096		latest	Scaffold	Major	Full	2017/05/10	ASM212419v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002124195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/195/GCA_002124195.1_ASM212419v1		
GCA_002124215.1	PRJNA380429	SAMN06698063	NDSX00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA090		latest	Scaffold	Major	Full	2017/05/10	ASM212421v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002124215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/215/GCA_002124215.1_ASM212421v1		
GCA_002124225.1	PRJNA380429	SAMN06698067	NDST00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA094		latest	Scaffold	Major	Full	2017/05/10	ASM212422v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002124225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/225/GCA_002124225.1_ASM212422v1		
GCA_002124245.1	PRJNA380429	SAMN06698066	NDSU00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA093		latest	Scaffold	Major	Full	2017/05/10	ASM212424v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002124245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/245/GCA_002124245.1_ASM212424v1		
GCA_002124265.1	PRJNA380429	SAMN06698062	NDSY00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA089		latest	Scaffold	Major	Full	2017/05/10	ASM212426v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002124265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/265/GCA_002124265.1_ASM212426v1		
GCA_002124295.1	PRJNA380429	SAMN06698061	NDSZ00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA088		latest	Scaffold	Major	Full	2017/05/10	ASM212429v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002124295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/295/GCA_002124295.1_ASM212429v1		
GCA_002124315.1	PRJNA380429	SAMN06698060	NDTA00000000.1	na	1280	1280	Staphylococcus aureus	strain=CFSA087		latest	Scaffold	Major	Full	2017/05/10	ASM212431v1	Department of Infection Prevention and Control, Infectious Diseases Division, Cincinnati Children's Hospital Medical Center,	GCF_002124315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/315/GCA_002124315.1_ASM212431v1		
